"";"sample";"sampling";"species";"counts";"gf";"date";"morp";"magnification";"info";"cells_ml";"temperature";"nutrients"
"1983";105;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;9;"Low"
"1984";106;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;9;"HI"
"1985";107;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;9;"HI"
"1986";108;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;9;"HI"
"1987";163;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;12;"Low"
"1988";164;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;12;"Low"
"1989";165;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;12;"Low"
"1990";166;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;12;"HI"
"1991";167;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;12;"HI"
"1992";168;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;12;"HI"
"1993";223;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;15;"Low"
"1994";224;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;15;"Low"
"1995";225;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;15;"Low"
"1996";226;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;15;"HI"
"1997";227;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;15;"HI"
"1998";228;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;15;"HI"
"1999";283;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;18;"Low"
"2000";284;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;18;"Low"
"2001";285;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;18;"Low"
"2002";286;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;18;"HI"
"2003";287;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;18;"HI"
"2004";288;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;18;"HI"
"2005";343;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;21;"Low"
"2006";344;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;21;"Low"
"2007";345;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;21;"Low"
"2008";346;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;21;"HI"
"2009";347;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;21;"HI"
"2010";348;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;21;"HI"
"2011";103;25;"guido";0;6;"05.06.";"pulse";20;NA;0;9;"Low"
"2012";104;25;"guido";0;6;"05.06.";"pulse";20;NA;0;9;"Low"
"2013";105;25;"guido";0;6;"05.06.";"pulse";20;NA;0;9;"Low"
"2014";106;25;"guido";0;6;"05.06.";"pulse";20;NA;0;9;"HI"
"2015";107;25;"guido";0;6;"05.06.";"pulse";20;NA;0;9;"HI"
"2016";108;25;"guido";0;6;"05.06.";"pulse";20;NA;0;9;"HI"
"2017";163;25;"guido";0;6;"05.06.";"pulse";20;NA;0;12;"Low"
"2018";164;25;"guido";0;6;"05.06.";"pulse";20;NA;0;12;"Low"
"2019";165;25;"guido";0;6;"05.06.";"pulse";20;NA;0;12;"Low"
"2020";166;25;"guido";0;6;"05.06.";"pulse";20;NA;0;12;"HI"
"2021";167;25;"guido";0;6;"05.06.";"pulse";20;NA;0;12;"HI"
"2022";168;25;"guido";0;6;"05.06.";"pulse";20;NA;0;12;"HI"
"2023";223;25;"guido";0;6;"05.06.";"pulse";20;NA;0;15;"Low"
"2024";224;25;"guido";0;6;"05.06.";"pulse";20;NA;0;15;"Low"
"2025";225;25;"guido";0;6;"05.06.";"pulse";20;NA;0;15;"Low"
"2026";226;25;"guido";0;6;"05.06.";"pulse";20;NA;0;15;"HI"
"2027";227;25;"guido";0;6;"05.06.";"pulse";20;NA;0;15;"HI"
"2028";228;25;"guido";0;6;"05.06.";"pulse";20;NA;0;15;"HI"
"2029";283;25;"guido";0;6;"05.06.";"pulse";20;NA;0;18;"Low"
"2030";284;25;"guido";0;6;"05.06.";"pulse";20;NA;0;18;"Low"
"2031";285;25;"guido";0;6;"05.06.";"pulse";20;NA;0;18;"Low"
"2032";286;25;"guido";0;6;"05.06.";"pulse";20;NA;0;18;"HI"
"2033";287;25;"guido";0;6;"05.06.";"pulse";20;NA;0;18;"HI"
"2034";288;25;"guido";0;6;"05.06.";"pulse";20;NA;0;18;"HI"
"2035";343;25;"guido";0;6;"05.06.";"pulse";20;NA;0;21;"Low"
"2036";344;25;"guido";0;6;"05.06.";"pulse";20;NA;0;21;"Low"
"2037";345;25;"guido";0;6;"05.06.";"pulse";20;NA;0;21;"Low"
"2038";346;25;"guido";0;6;"05.06.";"pulse";20;NA;0;21;"HI"
"2039";347;25;"guido";0;6;"05.06.";"pulse";20;NA;0;21;"HI"
"2040";348;25;"guido";0;6;"05.06.";"pulse";20;NA;0;21;"HI"
"2041";103;25;"dity";64;6;"05.06.";"pulse";20;NA;5452,8;9;"Low"
"2042";104;25;"dity";45;6;"05.06.";"pulse";20;NA;3834;9;"Low"
"2043";105;25;"dity";63;6;"05.06.";"pulse";20;NA;5367,6;9;"Low"
"2044";106;25;"dity";53;6;"05.06.";"pulse";20;NA;4515,6;9;"HI"
"2045";107;25;"dity";77;6;"05.06.";"pulse";20;NA;6560,4;9;"HI"
"2046";108;25;"dity";82;6;"05.06.";"pulse";20;NA;6986,4;9;"HI"
"2047";163;25;"dity";28;6;"05.06.";"pulse";20;NA;2385,6;12;"Low"
"2048";164;25;"dity";52;6;"05.06.";"pulse";20;NA;4430,4;12;"Low"
"2049";165;25;"dity";46;6;"05.06.";"pulse";20;NA;3919,2;12;"Low"
"2050";166;25;"dity";27;6;"05.06.";"pulse";20;NA;2300,4;12;"HI"
"2051";167;25;"dity";38;6;"05.06.";"pulse";20;NA;3237,6;12;"HI"
"2052";168;25;"dity";17;6;"05.06.";"pulse";20;NA;1448,4;12;"HI"
"2053";223;25;"dity";49;6;"05.06.";"pulse";20;NA;4174,8;15;"Low"
"2054";224;25;"dity";33;6;"05.06.";"pulse";20;NA;2811,6;15;"Low"
"2055";225;25;"dity";51;6;"05.06.";"pulse";20;NA;4345,2;15;"Low"
"2056";226;25;"dity";68;6;"05.06.";"pulse";20;NA;5793,6;15;"HI"
"2057";227;25;"dity";49;6;"05.06.";"pulse";20;NA;4174,8;15;"HI"
"2058";228;25;"dity";41;6;"05.06.";"pulse";20;NA;3493,2;15;"HI"
"2059";283;25;"dity";38;6;"05.06.";"pulse";20;NA;3237,6;18;"Low"
"2060";284;25;"dity";46;6;"05.06.";"pulse";20;NA;3919,2;18;"Low"
"2061";285;25;"dity";48;6;"05.06.";"pulse";20;NA;4089,6;18;"Low"
"2062";286;25;"dity";65;6;"05.06.";"pulse";20;NA;5538;18;"HI"
"2063";287;25;"dity";57;6;"05.06.";"pulse";20;NA;4856,4;18;"HI"
"2064";288;25;"dity";42;6;"05.06.";"pulse";20;NA;3578,4;18;"HI"
"2065";343;25;"dity";50;6;"05.06.";"pulse";20;NA;4260;21;"Low"
"2066";344;25;"dity";52;6;"05.06.";"pulse";20;NA;4430,4;21;"Low"
"2067";345;25;"dity";44;6;"05.06.";"pulse";20;NA;3748,8;21;"Low"
"2068";346;25;"dity";54;6;"05.06.";"pulse";20;NA;4600,8;21;"HI"
"2069";347;25;"dity";52;6;"05.06.";"pulse";20;NA;4430,4;21;"HI"
"2070";348;25;"dity";125;6;"05.06.";"pulse";20;NA;10650;21;"HI"
"2071";103;25;"odontella";1;10;"05.06.";"pulse";10;NA;12,78;9;"Low"
"2072";104;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;9;"Low"
"2073";105;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;9;"Low"
"2074";106;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;9;"HI"
"2075";107;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;9;"HI"
"2076";108;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;9;"HI"
"2077";163;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;12;"Low"
"2078";164;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;12;"Low"
"2079";165;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;12;"Low"
"2080";166;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;12;"HI"
"2081";167;25;"odontella";1;10;"05.06.";"pulse";10;NA;12,78;12;"HI"
"2082";168;25;"odontella";1;10;"05.06.";"pulse";10;NA;12,78;12;"HI"
"2083";223;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;15;"Low"
"2084";224;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;15;"Low"
"2085";225;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;15;"Low"
"2086";226;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;15;"HI"
"2087";227;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;15;"HI"
"2088";228;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;15;"HI"
"2089";283;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;18;"Low"
"2090";284;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;18;"Low"
"2091";285;25;"odontella";1;10;"05.06.";"pulse";10;NA;12,78;18;"Low"
"2092";286;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;18;"HI"
"2093";287;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;18;"HI"
"2094";288;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;18;"HI"
"2095";343;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;21;"Low"
"2096";344;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;21;"Low"
"2097";345;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;21;"Low"
"2098";346;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;21;"HI"
"2099";347;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;21;"HI"
"2100";348;25;"odontella";0;10;"05.06.";"pulse";10;NA;0;21;"HI"
